com.samsung.shealth.tracker.pedometer_step_count,6212007,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
7200,4,0,12,2022-06-20 12:59:00.000,,,2022-06-20 12:59:27.113,2022-06-20 12:59:27.113,12,1.0,7.2,0.44,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 13:00:00.000,a3037856-f8fc-460b-a40a-6a5cc2b77b49,
21328,4,0,38,2022-06-20 12:28:00.000,,,2022-06-20 12:35:00.560,2022-06-20 12:35:00.560,38,1.3611112,29.03,1.55,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 12:29:00.000,0eeb93c8-6722-4694-903b-0ab15036f1df,
44271,4,0,80,2022-06-19 17:46:00.000,,,2022-06-19 17:47:05.614,2022-06-19 17:47:05.614,80,1.1111112,49.19,2.89,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 17:47:00.000,47a78ed7-d995-425b-bc1c-20ce3d11eaad,
12565,4,0,23,2022-06-20 13:03:00.000,,,2022-06-20 13:04:14.598,2022-06-20 13:04:14.598,23,1.1666666,14.66,0.87,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 13:04:00.000,38497c8e-6ed5-46a7-82cd-57aec93efcd6,
60000,4,0,103,2022-06-18 00:07:00.000,,,2022-06-18 00:14:20.545,2022-06-18 00:14:20.545,103,1.2991667,77.95,4.12,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-18 00:08:00.000,640001fd-15b2-40d6-8f6a-e74134f9f6d2,
16022,4,0,31,2022-06-19 15:24:00.000,,,2022-06-19 15:24:22.036,2022-06-19 15:24:09.129,31,1.5228342,24.400007,1.24,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 15:25:00.000,c4b8c062-1975-44d2-be70-a4a5f31a8319,
14415,4,0,28,2022-06-20 13:04:00.000,,,2022-06-20 13:05:35.472,2022-06-20 13:05:35.472,28,1.3055556,18.82,1.06,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 13:05:00.000,1e7b5572-a224-4da6-a2bb-f80c7fe0f941,
28392,4,0,49,2022-06-19 17:47:00.000,,,2022-06-19 17:48:14.165,2022-06-19 17:47:05.727,49,1.0487226,29.77594,1.8297849,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 17:48:00.000,6ab7c003-dc7a-4df4-b9f3-6e0672fbe77c,
5435,4,0,10,2022-06-19 16:51:00.000,,,2022-06-19 16:52:25.918,2022-06-19 16:52:25.918,10,1.1388888,6.19,0.34,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 16:52:00.000,68b48bed-1e46-4778-adfc-75ce9331d6cb,
26416,4,0,47,2022-06-20 13:05:00.000,,,2022-06-20 13:05:35.993,2022-06-20 13:05:35.680,47,1.0898414,28.789375,1.69,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 13:06:00.000,b2cb7451-4bb4-46d0-a4d5-c30711b345e2,
27295,4,0,49,2022-06-19 15:25:00.000,,,2022-06-19 15:26:26.132,2022-06-19 15:26:26.132,49,1.3888888,37.91,1.97,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 15:26:00.000,bd055313-673c-442b-bc4b-95fdef35121e,
5988,4,0,9,2022-06-19 17:35:00.000,,,2022-06-19 17:47:19.765,2022-06-19 17:47:19.765,9,1.1388888,6.82,0.37,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:36:00.000,8493b5dd-8dfb-4a43-8ed6-6bc8225f71a9,
35375,4,0,56,2022-06-20 13:17:00.000,,,2022-06-20 13:24:28.116,2022-06-20 13:24:28.116,56,0.9444444,33.41,2.04,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 13:18:00.000,e64159b1-1aee-452d-b486-6acc698b6106,
36577,4,0,64,2022-06-19 16:52:00.000,,,2022-06-19 16:53:57.231,2022-06-19 16:53:57.231,64,1.0555556,38.61,2.28,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 16:53:00.000,0937035d-5331-48e7-8fe3-50b766628a2b,
36762,4,0,67,2022-06-19 15:26:00.000,,,2022-06-19 15:27:57.482,2022-06-19 15:26:26.211,67,1.4207467,52.22999,2.6799996,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 15:27:00.000,fc5cbc5e-26dd-4a86-98e4-bddfd183ea58,
5215,4,0,8,2022-06-20 12:29:00.000,,,2022-06-20 12:35:00.597,2022-06-20 12:35:00.597,8,1.1388888,5.94,0.33,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 12:30:00.000,9da9895e-6c4d-4590-b935-7d0628725503,
1230,4,0,2,2022-06-20 13:18:00.000,,,2022-06-20 13:24:28.482,2022-06-20 13:24:28.482,2,1.0000001,1.23,0.07,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 13:19:00.000,1442673c-8803-48f5-8b0f-cf3afef5edde,
12007,4,0,21,2022-06-19 17:37:00.000,,,2022-06-19 17:47:19.877,2022-06-19 17:47:19.877,21,1.3333334,16.01,0.85,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:38:00.000,073cc506-dd40-4196-8c18-d2d2200d73c8,
60000,4,0,103,2022-06-18 00:08:00.000,,,2022-06-18 00:14:20.614,2022-06-18 00:14:20.614,103,1.3095001,78.57,4.13,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-18 00:09:00.000,e8868ddd-d17a-4bbb-a3ae-29838b6fe3c7,
55179,4,0,99,2022-06-19 15:06:00.000,,,2022-06-19 15:08:27.556,2022-06-19 15:08:27.556,99,1.1111112,61.31,3.55,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:07:00.000,edd1ef1a-d967-4fd9-b9dc-808769b92bd7,
14280,4,0,21,2022-06-20 13:19:00.000,,,2022-06-20 13:24:28.664,2022-06-20 13:24:28.664,21,0.8333333,11.9,0.82,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 13:20:00.000,21d727d9-a801-4038-907a-211a12aeff3c,
10726,4,0,19,2022-06-19 17:39:00.000,,,2022-06-19 17:47:19.952,2022-06-19 17:47:19.952,19,1.3611112,14.6,0.77,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:40:00.000,a9af6c7d-cba6-4af7-af2e-8f0ae859d1fc,
26766,4,0,48,2022-06-19 16:53:00.000,,,2022-06-19 16:53:57.546,2022-06-19 16:53:57.546,48,1.1111112,29.74,1.7,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 16:54:00.000,2ab07363-ba18-415c-a08c-b0a46b691173,
9247,4,0,16,2022-06-19 17:40:00.000,,,2022-06-19 17:47:20.023,2022-06-19 17:47:20.023,16,1.3333334,12.33,0.65,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:41:00.000,2d06b818-0c86-41b8-9404-5c50e7b71305,
20541,4,0,33,2022-06-19 15:07:00.000,,,2022-06-19 15:08:27.715,2022-06-19 15:08:27.715,33,0.9444444,19.4,1.16,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:08:00.000,27a3167d-cd00-4d93-83fb-adb60f43f7ec,
16836,4,0,24,2022-06-20 13:20:00.000,,,2022-06-20 13:24:28.817,2022-06-20 13:24:28.817,24,0.8333333,14.03,0.9,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 13:21:00.000,c8411c68-6813-4626-8c44-6d5998f2da7e,
10380,4,0,18,2022-06-19 17:41:00.000,,,2022-06-19 17:47:20.109,2022-06-19 17:47:20.109,18,1.3333334,13.84,0.73,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:42:00.000,99fbfdfd-263f-4e77-98e8-8c2b463d4d0a,
18111,4,0,28,2022-06-20 12:30:00.000,,,2022-06-20 12:35:00.631,2022-06-20 12:35:00.631,28,1.1666666,21.13,1.16,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 12:31:00.000,c911e12e-b9b8-4f5e-8c94-fc7374352e24,
13284,4,0,20,2022-06-19 17:42:00.000,,,2022-06-19 17:47:20.198,2022-06-19 17:47:20.198,20,1.1111112,14.76,0.82,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:43:00.000,89ddf3cf-dc27-44da-aa37-1f87bd732a12,
10347,4,0,15,2022-06-20 13:21:00.000,,,2022-06-20 13:24:28.904,2022-06-20 13:24:28.904,15,0.8611111,8.91,0.53,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 13:22:00.000,2587ab25-be09-43e6-b7b4-596bad0780aa,
25740,4,0,37,2022-06-19 15:09:00.000,,,2022-06-19 15:09:46.482,2022-06-19 15:09:46.482,37,0.8333333,21.45,1.39,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:10:00.000,1cf572d0-416e-4451-bed5-91fe310920fc,
60000,4,0,108,2022-06-18 00:09:00.000,,,2022-06-18 00:14:20.689,2022-06-18 00:14:20.689,108,1.3775,82.65,4.32,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-18 00:10:00.000,c7b09703-04d4-452b-86c3-d9ea62eb6aa6,
45996,4,0,73,2022-06-19 17:44:00.000,,,2022-06-19 17:47:20.299,2022-06-19 17:47:20.299,73,1.1944444,54.94,2.96,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:45:00.000,7a753d70-61b7-4fd0-827f-0aacd4ec2bad,
36390,4,0,65,2022-06-19 16:55:00.000,,,2022-06-19 16:57:03.723,2022-06-19 16:55:37.097,65,1.0733762,39.060623,2.3497462,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 16:56:00.000,2387dbc3-b3d4-43cc-8f43-29e15ee05a6b,
41800,4,0,78,2022-06-20 13:25:00.000,,,2022-06-20 13:26:30.394,2022-06-20 13:26:30.394,78,1.2222222,51.09,2.68,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 13:26:00.000,12dd5501-fc5c-49b6-99d7-c8672979ecdd,
26288,4,0,41,2022-06-19 15:11:00.000,,,2022-06-19 15:15:00.231,2022-06-19 15:11:28.994,41,0.9231046,24.266874,1.4498829,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:12:00.000,c9f7ab60-c564-4672-aa0d-f0224cf8745b,
42725,4,0,73,2022-06-19 17:45:00.000,,,2022-06-19 17:47:20.480,2022-06-19 17:47:20.480,73,1.3055556,55.78,2.94,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:46:00.000,a7537bed-10db-4d6b-91f3-1ad95aaee26e,
22617,4,0,38,2022-06-20 12:31:00.000,,,2022-06-20 12:35:00.662,2022-06-20 12:35:00.662,38,1.2777778,28.9,1.53,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 12:32:00.000,9d235fb6-9468-4a7a-a584-b89506811cf8,
47435,4,0,81,2022-06-19 17:46:00.000,,,2022-06-19 17:47:20.548,2022-06-19 17:47:20.548,81,1.3055556,61.93,3.25,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:47:00.000,018506d4-8e06-48f0-8921-994e3cd7bc06,
7492,4,0,16,2022-06-19 15:18:00.000,,,2022-06-19 15:21:37.562,2022-06-19 15:21:37.562,16,1.4722222,11.03,0.56,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:19:00.000,a4c0c2e3-fdb0-4ee1-abea-2d84c73179da,
34186,4,0,64,2022-06-20 13:25:00.000,,,2022-06-20 13:30:12.805,2022-06-20 13:30:12.805,64,1.4444444,49.38,2.59,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:26:00.000,57b76a69-d72d-4996-8e38-2046775f8ef1,
27563,4,0,45,2022-06-19 17:47:00.000,,,2022-06-19 17:47:31.951,2022-06-19 17:47:20.615,45,1.222977,33.710007,1.8199992,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:48:00.000,9ceda57c-8b90-44af-8b92-a7ea6b7364c8,
60000,4,0,108,2022-06-18 00:10:00.000,,,2022-06-18 00:14:20.761,2022-06-18 00:14:20.761,108,1.3826667,82.96,4.32,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-18 00:11:00.000,caa2dcc6-7f2e-4907-b5b1-ab807a3de172,
10126,4,0,15,2022-06-19 15:19:00.000,,,2022-06-19 15:21:37.782,2022-06-19 15:21:37.782,15,0.8611111,8.72,0.62,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:20:00.000,68ad7595-f210-4cbf-b188-09babc3f6202,
56243,4,0,106,2022-06-19 16:56:00.000,,,2022-06-19 16:57:04.174,2022-06-19 16:57:04.174,106,1.1944444,67.18,3.72,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 16:57:00.000,f6ad340e-96d3-4b6e-a7d3-ba61818fa0a1,
60000,4,0,111,2022-06-20 13:26:00.000,,,2022-06-20 13:30:12.846,2022-06-20 13:30:12.846,111,1.4326667,85.96,4.46,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:27:00.000,4dfc456c-a076-4c77-9585-847cf0248d7f,
45016,4,0,76,2022-06-19 17:48:00.000,,,2022-06-19 17:55:00.741,2022-06-19 17:48:09.824,76,1.2848629,57.84,3.0500002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:49:00.000,06ea1ec7-5f05-42c6-9406-550dd1974c06,
14969,4,0,24,2022-06-19 17:51:00.000,,,2022-06-19 17:55:00.815,2022-06-19 17:55:00.815,24,1.1944444,17.88,0.99,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:52:00.000,90be9fb4-889a-40a2-ab5e-db7d03fe8d4c,
6992,4,0,11,2022-06-19 15:20:00.000,,,2022-06-19 15:21:37.964,2022-06-19 15:21:37.964,11,0.9166667,6.41,0.4,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:21:00.000,25293817-dbce-45de-8ab7-6655180974b7,
17833,4,0,33,2022-06-20 13:27:00.000,,,2022-06-20 13:30:12.903,2022-06-20 13:30:12.903,33,1.4444444,25.76,1.32,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:28:00.000,7f61606a-cdae-4a11-8a2f-56406626faad,
17812,4,0,31,2022-06-19 17:52:00.000,,,2022-06-19 17:55:00.875,2022-06-19 17:55:00.875,31,1.3333334,23.75,1.25,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:53:00.000,bdb7e59e-1f14-4a90-bb6e-b82c1595af6d,
45653,4,0,81,2022-06-20 12:32:00.000,,,2022-06-20 12:35:00.714,2022-06-20 12:35:00.714,81,1.3611112,62.14,3.28,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 12:33:00.000,12c835ba-8487-4761-834c-3acd6f47a496,
48052,4,0,81,2022-06-19 17:53:00.000,,,2022-06-19 17:55:00.937,2022-06-19 17:55:00.937,81,1.2777778,61.4,3.27,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:54:00.000,a4bae343-db44-462e-902e-55d308deca62,
9747,4,0,14,2022-06-19 15:21:00.000,,,2022-06-19 15:21:38.889,2022-06-19 15:21:38.066,14,0.83706963,8.159063,0.46914056,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:22:00.000,ca913430-b2e3-47f1-998f-4913494193a0,
19200,4,0,32,2022-06-20 13:28:00.000,,,2022-06-20 13:30:12.970,2022-06-20 13:30:12.970,32,1.25,24.0,1.31,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:29:00.000,763503c5-44e4-448b-b6ba-9c605becc490,
60000,4,0,106,2022-06-18 00:11:00.000,,,2022-06-18 00:14:20.828,2022-06-18 00:14:20.828,106,1.3471668,80.83,4.24,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-18 00:12:00.000,e320b4c8-c0ff-4157-aa82-6651995f987e,
31307,4,0,58,2022-06-19 16:57:00.000,,,2022-06-19 17:00:21.627,2022-06-19 16:57:04.368,58,1.1626633,36.4,2.02,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 16:58:00.000,9eea5320-c41f-434e-b21e-ed297a448b32,
35022,4,0,62,2022-06-19 16:55:00.000,,,2022-06-19 17:07:56.063,2022-06-19 17:07:56.063,62,1.3611112,47.67,2.51,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 16:56:00.000,fa53570b-b081-4dde-9133-50989a4d9459,
38168,4,0,68,2022-06-19 15:23:00.000,,,2022-06-19 15:23:50.187,2022-06-19 15:23:50.187,68,1.1666666,44.53,2.39,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:24:00.000,1a3cfe68-c736-4085-bef6-7f888d4ae01d,
14407,4,0,26,2022-06-20 13:29:00.000,,,2022-06-20 13:30:13.016,2022-06-20 13:30:13.016,26,1.3888888,20.01,1.06,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:30:00.000,c5b95191-734d-4487-a0e6-c50424180c5a,
44588,4,0,79,2022-06-19 16:56:00.000,,,2022-06-19 17:07:56.144,2022-06-19 17:07:56.144,79,1.3611112,60.69,3.18,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 16:57:00.000,58631957-6811-40ee-93c9-bdd14e0ced92,
14932,4,0,26,2022-06-20 12:34:00.000,,,2022-06-20 12:35:04.352,2022-06-20 12:35:04.352,26,1.3333334,19.91,1.05,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 12:35:00.000,a1836f8d-b14e-48f1-ad54-991e80c58587,
60000,4,0,102,2022-06-19 17:54:00.000,,,2022-06-19 17:55:01.018,2022-06-19 17:55:01.018,102,1.2906666,77.44,4.09,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:55:00.000,56789452-9e06-4da9-a6e3-3d1a5593de05,
20382,4,0,38,2022-06-19 15:24:00.000,,,2022-06-19 15:25:50.894,2022-06-19 15:25:50.894,38,1.1666666,23.78,1.41,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:25:00.000,a182056b-ca94-4073-a889-e7eabcc75b8d,
29902,4,0,52,2022-06-19 16:57:00.000,,,2022-06-19 17:07:56.209,2022-06-19 17:07:56.209,52,1.3333334,39.87,2.09,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 16:58:00.000,07b01fca-8fc4-4e78-aa74-54cc8c6bbd8f,
27109,4,0,50,2022-06-20 13:30:00.000,,,2022-06-20 13:30:29.170,2022-06-20 13:30:13.054,50,1.4334532,38.86001,2.0099995,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:31:00.000,edb7bea3-ec14-4f2b-84b5-ddc30080039f,
15385,4,0,24,2022-06-19 16:58:00.000,,,2022-06-19 17:07:56.292,2022-06-19 17:07:56.292,24,1.1666666,17.95,0.97,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 16:59:00.000,4f2e723a-a681-4de4-ab2a-1d6c866fc098,
60000,4,0,103,2022-06-18 00:12:00.000,,,2022-06-18 00:14:20.882,2022-06-18 00:14:20.882,103,1.2996668,77.98,4.12,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-18 00:13:00.000,dd452c35-a609-4322-b6e9-1a1ea7abd078,
27632,4,0,49,2022-06-19 15:25:00.000,,,2022-06-19 15:27:01.127,2022-06-19 15:25:51.088,49,1.0958772,30.282187,1.6599414,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:26:00.000,60a7f36e-65da-4f57-8b8b-65625c3e46ca,
16836,4,0,33,2022-06-20 13:32:00.000,,,2022-06-20 13:32:19.121,2022-06-20 13:32:05.745,33,1.5436863,25.989994,1.3299999,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:33:00.000,4d0e288d-fa12-49db-8792-d0eec576b1f8,
17425,4,0,30,2022-06-19 17:00:00.000,,,2022-06-19 17:07:56.369,2022-06-19 17:07:56.369,30,1.3055556,22.75,1.21,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:01:00.000,b80b6228-9e68-4a5f-b429-d50a7029a487,
14544,4,0,22,2022-06-19 17:01:00.000,,,2022-06-19 17:07:56.466,2022-06-19 17:07:56.466,22,1.1111112,16.16,0.91,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:02:00.000,d004d641-d2da-44a5-bf8f-93e01c951ed4,
38888,4,0,75,2022-06-19 15:26:00.000,,,2022-06-19 15:27:01.364,2022-06-19 15:27:01.364,75,1.2222222,47.53,2.65,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 15:27:00.000,04fa0d6a-2382-4eed-97b1-0c874cdf1623,
48411,4,0,82,2022-06-19 17:48:00.000,,,2022-06-19 17:51:05.369,2022-06-19 17:48:14.451,82,1.0284828,49.79,2.77,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 17:49:00.000,852761e6-11eb-4336-9d33-9f440527eff9,
11634,4,0,20,2022-06-20 12:35:00.000,,,2022-06-20 12:37:46.116,2022-06-20 12:37:46.116,20,1.3055556,15.19,0.81,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 12:36:00.000,165402c6-54ba-4bed-8aed-f45414a4b9bc,
5119,4,0,8,2022-06-20 13:37:00.000,,,2022-06-20 13:40:39.348,2022-06-20 13:40:39.348,8,1.1388888,5.83,0.34,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:38:00.000,fbab7915-94d6-4f24-8b9e-29e68e686d97,
10273,4,0,15,2022-06-19 17:03:00.000,,,2022-06-19 17:07:56.551,2022-06-19 17:07:56.551,15,1.0833334,11.13,0.63,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:04:00.000,8db03922-848d-4443-8434-039466c9807f,
3386,4,0,6,2022-06-19 15:27:00.000,,,2022-06-19 15:27:59.419,2022-06-19 15:27:59.419,6,1.3611112,4.61,0.25,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 15:28:00.000,878e4550-2b5a-42f1-b6d4-3df5498357ae,
9889,4,0,13,2022-06-19 17:04:00.000,,,2022-06-19 17:07:56.622,2022-06-19 17:07:56.622,13,0.94444436,9.34,0.54,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:05:00.000,6fa411c8-39e3-4581-8657-e6c312599d27,
60000,4,0,106,2022-06-18 00:13:00.000,,,2022-06-18 00:14:20.952,2022-06-18 00:14:20.952,106,1.3463333,80.78,4.24,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-18 00:14:00.000,3bc13808-2208-4665-822a-bee2b6c602e2,
10470,4,0,18,2022-06-20 13:38:00.000,,,2022-06-20 13:40:39.400,2022-06-20 13:40:39.400,18,1.3055556,13.67,0.74,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:39:00.000,b18a0c06-2cf3-4d41-8a68-7f5ca8c95c72,
29768,4,0,49,2022-06-19 17:10:00.000,,,2022-06-19 17:14:09.180,2022-06-19 17:14:09.180,49,1.25,37.21,1.98,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:11:00.000,c3981fe7-0c2e-48aa-9a3a-4879e6db3d68,
15108,4,0,25,2022-06-19 15:28:00.000,,,2022-06-19 15:28:43.455,2022-06-19 15:28:00.076,25,1.2443608,18.8,1.02,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 15:29:00.000,e4406e14-340b-4f5e-b91c-9b5054ff5612,
32848,4,0,55,2022-06-19 17:14:00.000,,,2022-06-19 17:15:00.810,2022-06-19 17:14:09.255,55,1.2685642,41.670002,2.21,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:15:00.000,524ccb33-82c9-4824-96a6-fa9d6d4189be,
11719,4,0,20,2022-06-20 13:39:00.000,,,2022-06-20 13:40:39.455,2022-06-20 13:40:39.455,20,1.3055556,15.3,0.82,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:40:00.000,07eab7f6-c542-4e5d-adf3-ed415eef3737,
5157,4,0,11,2022-06-19 17:49:00.000,,,2022-06-19 17:51:05.685,2022-06-19 17:51:05.685,11,1.6111112,8.31,0.39,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 17:50:00.000,1e549a8e-1249-4b0f-b09c-eda8c74b56d9,
5082,4,0,8,2022-06-20 12:38:00.000,,,2022-06-20 12:43:53.210,2022-06-20 12:43:53.210,8,1.1666666,5.93,0.34,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 12:39:00.000,087f7f33-4f37-4e5d-ada2-1e3d9e739a50,
14496,4,0,24,2022-06-19 17:15:00.000,,,2022-06-19 17:17:52.832,2022-06-19 17:17:52.832,24,1.25,18.12,0.97,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:16:00.000,8a1bf90f-f54c-4d0c-b23e-fc073270f840,
12154,4,0,21,2022-06-19 15:29:00.000,,,2022-06-19 15:29:59.506,2022-06-19 15:29:57.532,21,1.3081609,15.900001,0.8600001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 15:30:00.000,af171eaf-9ad2-4c13-bc26-2da4e351e7be,
18697,4,0,33,2022-06-20 13:40:00.000,,,2022-06-20 13:40:39.513,2022-06-20 13:40:39.513,33,1.3333334,24.93,1.36,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-20 13:41:00.000,560226a5-ad32-491a-805d-e6bf802b5213,
13839,4,0,22,2022-06-19 17:17:00.000,,,2022-06-19 17:17:52.922,2022-06-19 17:17:52.922,22,1.1944444,16.53,0.89,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:18:00.000,a737f273-d336-4957-848c-1d9287897242,
60000,4,0,105,2022-06-18 00:14:00.000,,,2022-06-18 00:15:00.802,2022-06-18 00:14:21.021,105,1.3339999,80.03999,4.1999993,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-18 00:15:00.000,4074b8f7-5c45-4a15-9171-de53976fc1d2,
8030,4,0,11,2022-06-19 17:18:00.000,,,2022-06-19 17:20:00.244,2022-06-19 17:20:00.244,11,1.0,8.03,0.46,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-19 17:19:00.000,089525ea-896f-46e1-82a3-49089598e43c,
